judul,lokasi,harga,luas_tanah_m2,luas_bangunan_m2,kamar_tidur,kamar_mandi,garasi,poster,posting_date
Rumah Bagus Termurah Siap Huni di Hoek Sektor 5 Bintaro Jaya,"Bintaro, Tangerang Selatan","2,8 Miliar",208,300,4,5,2,Riszka Aprilia N,10 Agustus 2022
Rumah siap huni dekat kampus unpam Bebas banjir,"Pamulang, Tangerang Selatan",710 Juta,75,45,2,1,1,sutrayanto Yanto,09 Agustus 2022
Rumah 2 lantai 15 menit dari Pusat BSD Rumah,"Serpong, Tangerang Selatan","1,2 Miliar",90,69,3,2,2,Willian Yahya Yahya,09 Agustus 2022
Dijual Cepat Rumah Cantik Mewah posisi di Hook 2 lantai di Cluster Discovery Bintaro Kawasan Elite Siap Huni Bagus Sekali,"Bintaro, Tangerang Selatan","4,97 Miliar",195,185,4,3,2,Jenny Anneke Palit,09 Agustus 2022
"Murah, Bagus, Terawat, Siap Huni, dekat Sekolah Al Azhar Bintaro","Bintaro, Tangerang Selatan","4,1 Miliar",313,450,3,3,2,Boy Rizal,09 Agustus 2022
"HARGA MIRING, Rumah Lama, dkt GIANT Sektor 2, Bintaro Jaya","Bintaro, Tangerang Selatan","5,5 Miliar",525,250,4,3,,Boy Rizal,09 Agustus 2022
Rumah 2 Lantai Termurah Dekat Tol Lokasi Strategis,"Serpong, Tangerang Selatan",800 Juta,72,78,3,2,2,Dadi Amir Amir,03 Agustus 2022
Hunian Premium Dekat Tol Dan Stasiun,"Bintaro, Tangerang Selatan","1,6 Miliar",70,80,3,3,,Haerul huda,03 Agustus 2022
Rumah Bagus  Siap Huni Sudah Renovasi Sektor 9 Bintaro Jaya,"Bintaro, Tangerang Selatan","2,75 Miliar",140,158,4,3,2,Riszka Aprilia N,03 Agustus 2022
Rumah Bagus Semi Furnished Kebayoran RSD Sektor 7 Bintaro Jaya,"Bintaro, Tangerang Selatan","6,8 Miliar",204,360,3,3,2,Riszka Aprilia N,03 Agustus 2022
Rumah Dijual di Kebayoran Bintaro,"Bintaro, Tangerang Selatan","5,8 Miliar",298,250,4,3,2,Indrawaty H,03 Agustus 2022
Turun Harga Rumah dengan Kolam Renang Pribadi Emerald Bintaro,"Bintaro, Tangerang Selatan","6,95 Miliar",323,250,5,4,,Indrawaty H,03 Agustus 2022
Rumah Dijual Discovery Bintaro,"Bintaro, Tangerang Selatan","2,95 Miliar",120,120,4,3,1,Indrawaty H,03 Agustus 2022
Dijual Rumah siap huni di graha raya Bintaro,"Pondok Aren, Tangerang Selatan","1,25 Miliar",60,73,3,2,1,Satria Fernanda,03 Agustus 2022
Rumah siap huni Dekat Kampus Universitas Pamulang,"Ciputat, Tangerang Selatan",730 Juta,40,80,2,1,1,Satria Fernanda,03 Agustus 2022
Rumah Furnish siap huni rapi sekali di Regency Melati Mas,"Serpong Regency Melati Mas, Tangerang Selatan","1,75 Miliar",165,123,3,2,2,Johan Paiman,02 Agustus 2022
Rumah Bagus Minimalis Serpong,"Serpong Utara, Tangerang Selatan","1,04 Miliar",63,83,3,3,2,Kesih kesih,02 Agustus 2022
"Rumah dan Kavling di  Paku Jaya, Serpong Utara","Serpong Utara, Tangerang Selatan",18 Miliar,1456,300,4,2,,IRMA Dreamhome,30 Agustus 2022
Gria Jakarta 2 Pamulang Perumahan Exclusive Dekat Tugu Pamulang Dan Unpam,"Pamulang, Tangerang Selatan",760 Juta,90,36,2,1,1,Taufik Rahman,29 Agustus 2022
Rumah Depan Taman Siap Huni Di Discovery Sektor 9 Bintaro Tangerang Selatan,"Sektor 9-Bintaro, Tangerang Selatan","3,5 Miliar",135,210,4,3,2,Melda Dahmin,29 Agustus 2022
Rumah Siap Huni Posisi Hoek Di Sektor 7 Bintaro Jaya Tangerang Selatan,"Sektor 7-Bintaro, Tangerang Selatan","6,8 Miliar",272,264,4,4,1,Alita Djoemena,23 Agustus 2022
Villa Melati Mas,"Serpong Villa Melati Mas, Tangerang Selatan","1,3 Miliar",117,100,3,2,1,Luciana Luciana,23 Agustus 2022
Rumah Sudah Renovasi Lokasi Strategis Di Bintaro Sektor 9,"Sektor 9-Bintaro, Tangerang Selatan","2,3 Miliar",84,110,3,3,1,Alita Djoemena,22 Agustus 2022
Rumah 2 Lantai Depan Taman Di Discovery Bintaro Sektor 9,"Sektor 9-Bintaro, Tangerang Selatan","3,5 Miliar",135,210,4,3,2,Alita Djoemena,22 Agustus 2022
"Rumah Regency Melati Mas Serpong Siap Huni, In","Serpong Regency Melati Mas, Tangerang Selatan","1,4 Miliar",102,64,2,2,1,Early N,16 Agustus 2022
Rumah Minimalis 2 Lantai Konsep Modern Daerah Serpong tangsel,"Serpong, Tangerang Selatan",1 Miliar,69,69,3,2,2,Maya eagleetree,16 Agustus 2022
Rumah Siap Huni 2 Lantai Daerah Serpong BSD Tangerang,"Serpong, Tangerang Selatan",900 Juta,53,60,2,2,,Maya eagleetree,16 Agustus 2022
Rumah Siap Huni Minimalis 2 Lantai Serpong Ciater,"Serpong, Tangerang Selatan",900 Juta,53,60,2,2,2,Maya eagleetree,16 Agustus 2022
Rumah 2 Lantai Modern Minimalist Di daerah Serpong,"Serpong, Tangerang Selatan",1 Miliar,61,80,3,3,2,Maya eagleetree,16 Agustus 2022
Rumah keren deket pamulang squer murah banget,"Pamulang, Tangerang Selatan",765 Juta,66,52,3,1,,Wiwin Yustika,15 Agustus 2022
Hunian nyaman deket rsud pamulang hrg di bawah pasaran,"Pamulang, Tangerang Selatan",770 Juta,66,52,3,1,1,Wiwin Yustika,15 Agustus 2022
Rumah Baru Bagus Siap Huni 1 Lantai Area Dekat Bintaro Jaya,"Ciputat, Tangerang Selatan","1,42 Miliar",127,100,3,2,2,Riszka Aprilia N,09 Agustus 2022
Rumah  2 Lantai Lokasi Strategis Area Bintaro,"Bintaro, Tangerang Selatan","1,6 Miliar",77,100,4,3,2,Wahyu Setiaji,09 Agustus 2022
"Rumah Nyaman dan Asri, +/1KM ke Stasiun KA Commutet Pondok Ranji dan Bintaro PlazaDengan Halaman Belakang Luas @Jl Nusa Jaya, Pondok Ranji","Ciputat Timur, Tangerang Selatan","5,9 Miliar",720,300,3,2,,Widi Widja,09 Agustus 2022
"Rumah Siap Huni Asri, Posisi HOOK, dan Halaman Luas Terbuka @Pamulang Permai","Pamulang, Tangerang Selatan","3,6 Miliar",323,200,4,4,,Widi Widja,09 Agustus 2022
"Rumah Minimalis, Siap Huni, dan Asri @ Serua Village, Ciputat Timur","Ciputat, Tangerang Selatan",750 Juta,91,52,2,1,,Widi Widja,09 Agustus 2022
"Rumah Bagus Cluster Harmoni di Harapan indah, Bekasi","Harapan Indah, Bekasi","1,36 Miliar",105,150,3,3,1,Metachen,25 Agustus 2022
Rumah Bagus Nyaman Lokasi Prime Cluester Bluebell Summarecon Bekasi Nego,"Summarecon Bekasi, Bekasi","2,85 Miliar",153,176,5,4,1,Mitha RWSB,18 Agustus 2022
"Rumah 2 Lantai Mulberry Residence The Orchard, Bekasi","Summarecon Bekasi, Bekasi","1,86 Miliar",91,93,3,3,1,Vincent RWSB,18 Agustus 2022
SHM Imb Ready Rumah Baru 2 Lantai Mewah 10 Menit Tol Jatiasih,"Jati Asih, Bekasi",695 Juta,64,53,2,2,1,Yolanda Lanes,11 Agustus 2022
Rumah Rapi Siap Huni di Harapan Indah 2,"Harapan Indah, Bekasi","1,5 Miliar",144,130,3,2,1,Hanny  Lomar,11 Agustus 2022
Cluster Mewah 2 Lantai,"Jatiwaringin, Bekasi",900 Juta,69,85,3,2,2,Anggun,31 Agustus 2022
Rumah second rasa baru di bintara rumah 2 lantai murah di dekat cakung.caman.pondok kelapa.bintara jaya.bekasi barat.jakarta timur.jatiasih,"Kranji, Bekasi",2 Miliar,200,150,3,2,2,yadi yadi,30 Agustus 2022
Rumah murah di Bekasi Dekat Akses Toll Cilincing-cibitung,"Bekasi, Bekasi",300 Juta,60,36,2,1,1,Alwi,30 Agustus 2022
Rumah 2 Lantai Bebas Banjir di Jatiwaringin,"Jatiwaringin, Bekasi",920 Juta,113,85,4,3,2,Fitri yunita,24 Agustus 2022
"Cluster dgn Hunian Minimalis, Lokasi Selangkah Tol Jatiasih","Jati Asih, Bekasi",550 Juta,67,47,2,1,1,Dhea  Consultant Property,24 Agustus 2022
Rumah lebar 9 premium Furnished Bagus Sekali di Cluster MagnoliaSummarecon Bekasi,"Summarecon Bekasi, Bekasi","3,6 Miliar",180,192,4,3,2,Mila Mila,23 Agustus 2022
Cocok Tuk Anda Rumah Murah di Griya Srimahi Indah di Bekasi,"Harapan Indah, Bekasi",178 Juta,60,26,2,1,1,Rumahsubsidi Jabotabek,22 Agustus 2022
Rumah Siap Huni Area Bekasi Di Segara City Harga Nego,"Harapan Indah, Bekasi",970 Juta,122,135,3,2,1,PASHOUSES ID,22 Agustus 2022
Rumah Minimalis Siap Huni di Lavender Residence Bisa Kpr,"Jatisampurna, Bekasi","1,08 Miliar",105,90,3,2,1,PASHOUSES ID,22 Agustus 2022
Rumah Dekat Kawasan Cibubur,"Jatisampurna, Bekasi",669 Juta,50,60,3,2,,Madania Realty 2,16 Agustus 2022
Dijual Rumah Luas Strategis Di Cibubur Bebas Banjir Akses Mudah Dekat Tol Jagorawi,"Cibubur, Bekasi","1,68 Miliar",200,90,3,2,1,PASHOUSES ID,09 Agustus 2022
Rumah Unit Pojokan Siap Huni di Cluster Batara Residence,"Mustikajaya, Bekasi",680 Juta,72,36,2,1,1,PASHOUSES ID,09 Agustus 2022
Rumah Minimalis Siap Huni di Royal Park Residence Harga Nego,"Mustikajaya, Bekasi","1,2 Miliar",165,90,3,2,1,PASHOUSES ID,09 Agustus 2022
Rumah Mewah Besar View Taman Siap Huni Di Kemang Pratama 1 Bekasi,"Kemang Pratama, Bekasi","3,75 Miliar",345,400,4,3,1,Morlan RWSB,29 Agustus 2022
Rumah murah 2 lantai deket pintu tol cibubur/plaza cibubur,"Cibubur, Bekasi",675 Juta,54,60,3,2,1,Abu Tsaqif,08 Agustus 2022
Jual Rumah 2 Lantai Di Kranggan Permai Bekasi Jawa Barat,"Jatisampurna, Bekasi",850 Juta,62,100,3,2,,yana robiyana,27 Agustus 2022
cepat rumah termurah siap huni di ifolia harapan indah Bekasi,"Harapan Indah, Bekasi","1,19 Miliar",126,126,3,2,1,susi ERASKY,26 Agustus 2022
Sangat Menarik Full Bata Merah Tdk Banjir 10 Menit Tol Jatibening,"Jatibening, Bekasi",900 Juta,60,65,2,2,2,Yolanda Lanes,19 Agustus 2022
Rumah di Cluster D Bale Town House Cimuning Konsep Rooftop,"Bekasi Kota, Bekasi",500 Juta,70,48,2,1,1,Rita Anggeraini,19 Agustus 2022
Rumah 2 Lantai Di Perumahan Telaga Mas Bekasi Bebas Banjir Harga Nego,"Bekasi Utara, Bekasi",950 Juta,66,87,3,2,1,PASHOUSES ID,19 Agustus 2022
Rumah Siap Huni di Vernonia Summarecon Bekasi,"Summarecon Bekasi, Bekasi","2,6 Miliar",144,127,2,2,,Ellys Era Sky Property,12 Agustus 2022
Rumah Minimalis Keren Khusus kaum Milenial,"Bekasi, Bekasi",544 Juta,91,36,2,1,1,vanadi putra,06 Agustus 2022
Rumah di Jatiasih Murah Lokasi Strategis,"Jati Asih, Bekasi",550 Juta,116,64,2,1,1,Fitri yunita,26 Agustus 2022
Hunian Cantik di Batara Residence Siap Huni Mustika Jaya Bekasi Kota,"Mustikajaya, Bekasi",528 Juta,72,36,2,1,1,Rita Anggeraini,19 Agustus 2022
"Rumah Cantik Konsep Mezzanine Aurellia Residence, Setu Bekasi Murah","Setu, Bekasi",375 Juta,45,72,2,1,,Rita Anggeraini,19 Agustus 2022
Rumah Bagus di Cluster Vernonia Residence Summarecon Bekasi Cocok Tuk Anda,"Summarecon Bekasi, Bekasi","4,5 Miliar",223,157,3,3,,Mitha RWSB,19 Agustus 2022
Rumah Minimalis Bebas Banjir Di Galaxy Residence Bekasi,"Galaxy, Bekasi","1,49 Miliar",68,78,2,2,1,PASHOUSES ID,12 Agustus 2022
Rumah lebar 9 furnish siap huni di cluster summarecon bekasi,"Summarecon Bekasi, Bekasi",3 Miliar,153,176,4,4,2,Mila Mila,12 Agustus 2022
Rumah Siap Huni Semi Furnish di Burgundy Summarecon Bekasi,"Summarecon Bekasi, Bekasi","1,17 Miliar",55,52,2,2,,Mila Mila,12 Agustus 2022
Rumah 2 Lantai Murah Akses 2 Mobil Bebas Banjir,"Pondok Gede, Bekasi",699 Juta,74,57,2,2,2,Fitri yunita,05 Agustus 2022
Simple Minimalis @ jatiwarna 2 Unit Akhir Harga all in CASH KERAS Atau CASH BERTAHAP,"Jatiwarna, Bekasi",458 Juta,47,45,2,1,1,Tinto Windoro,04 Agustus 2022
Cluster exclusive  dekat tol Jatiwarna di Jatiraden Bekasi,"Jatisampurna, Bekasi","1,18 Miliar",84,77,3,2,,Anah,04 Agustus 2022
Rumah siap huni di cluster taman sakura Bekasi,"Babelan, Bekasi",540 Juta,84,80,2,1,1,Idah Era Expert,01 September 2022
Rumah Luas di Jatibening,"Jatibening, Bekasi",16 Miliar,2448,300,4,4,2,Kang Lintang,01 September 2022
Rumah baru siap huni di Jatibening pondok gede kota Bekasi,"Jatibening, Bekasi","1,25 Miliar",105,100,3,2,2,Chaerul  Anwar,01 September 2022
"RUMAH TERMURAH DI BEKASI CUMA 1JTALL-IN DP 0%,BONUS AC&SMARTLOCK","Bekasi Utara, Bekasi",332 Juta,36,61,2,1,,Salfia Ihsani JPI,01 September 2022
Dijual murah rumah siap huni dan bagus di Harapan indah 1,"Harapan Indah, Bekasi",875 Juta,113,80,3,2,1,Sulastri,01 September 2022
Rumah di Komplek Puri Gading Dekat Tol Jati Warna Dengan Fasilitas Umum Yg Lengkap.,"Jatimelati, Bekasi",980 Juta,135,78,3,2,1,Ririe Promex,01 September 2022
"Termurah Rumah di Jatiwarna, Bekasi","Jatiwarna, Bekasi","1,9 Miliar",270,330,3,3,,Yan Andrias Andrias,01 September 2022
Murah Cluster Lavesh Harapan Indah,"Harapan Indah, Bekasi","1,4 Miliar",84,56,2,2,2,Ryan Martino,01 September 2022
Dijual Rumah Siap Huni Lokasi Strategis Kota Bekasi,"Harapan Jaya, Bekasi","1,8 Miliar",120,240,4,3,2,omar propertyndo,01 September 2022
Rumah Tanpa DP 0% Di bekasi Tambun utara,"Tambun Utara, Bekasi",300 Juta,60,36,2,1,1,Alwi,31 Agustus 2022
Rumah subsidi Anti Banjir!! Dekat Akses toll Cilincing-cibitung,"Tambun Utara, Bekasi",168 Juta,60,30,2,1,1,Alwi,31 Agustus 2022
Rumah Anti Virus dalam Cluster Elite di Jatiasih,"Jati Asih, Bekasi",875 Juta,100,66,3,2,1,Kelly BangunS,31 Agustus 2022
Rumah cantik 2 lantai Pondok Pekayon Indah Bekasi,"Pekayon, Bekasi","1,35 Miliar",117,150,3,3,1,Sandi Marjuin ERA-Ruby,25 Agustus 2022
Rumah murah lokasi strategis pinggir jalan 20 menit ke summarecon,"Bekasi Utara, Bekasi",500 Juta,66,40,2,1,1,Tito Agung Prastowo,25 Agustus 2022
Rumah Exclusive Fasilitas Smart Home Bonus Cctv Dan Kanopi Cantik,"Bekasi Timur, Bekasi",500 Juta,60,48,2,2,1,Toro Zuhair Pro,25 Agustus 2022
Rumah Exclusive Fasilitas Smart Home System,"Cikarang Selatan, Bekasi",300 Juta,60,36,2,1,1,Toro Zuhair Pro,25 Agustus 2022
Cluster exclusive fasilitas smart home bonus kanopi cocok untuk milenial,"Bekasi Timur, Bekasi",300 Juta,73,36,2,1,1,Toro Zuhair Pro,25 Agustus 2022
Rumah Exclusive Fasilitas Smart Homes,"Setu, Bekasi",330 Juta,60,36,2,1,1,Toro Zuhair Pro,25 Agustus 2022
Rumah over kredit Perumahan Puri bukit Hijau 6,"Jati Asih, Bekasi",85 Juta,66,36,2,1,1,rumah murahdijual,25 Agustus 2022
"Rumah Murah lokasi Strategis, Perum Bumiasih, Jati Asih, Bekasi","Bekasi Kota, Bekasi",650 Juta,120,100,2,1,,Mossa Propertindo,25 Agustus 2022
DIPASARKAN RUMAH MURAH 2 LANTAI Siap Huni Dalam Cluster Besar Jatiwaringin Jaticempaka Pondokgede Bekasi Dekat Curug Kalimalang Aman Tidak Banjir One Gate System,"Jatiwaringin, Bekasi","1,9 Miliar",150,140,4,3,2,Warsikin Asyraf  Raja Closing,25 Agustus 2022
RUMAH 2 LANTAI DIJUAL MURAH DI PONDOK GEDE BEKASI Strategis Dekat Jl Raya Hankam & Plaza Pondok Gede,"Pondok Gede, Bekasi","1,82 Miliar",310,288,8,4,2,Warsikin Asyraf  Raja Closing,24 Agustus 2022
RUMAH 2 LANTAI FULL FURNISHED TERAWAT Siap Huni Di Jl Kapin Raya Jatibening Baru Pondok Gede Bekasi Strategis Dekat LRT CITY dan Tol Becakayu Kalimalang Cocok Buat Usaha Aman Tidak Banjir,"Pondok Gede, Bekasi","3,1 Miliar",156,196,4,4,1,Warsikin Asyraf  Raja Closing,24 Agustus 2022
DIJUAL MURAH RUMAH BARU RENOVASI Siap Huni Dalam Cluster Besar Jatiwaringin Jati Cempaka Pondokgede Bekasi Aman Tidak Banjir Akses Lebar 2 Mobil,"Jati Cempaka, Bekasi","1,9 Miliar",150,140,4,4,2,Warsikin Asyraf  Raja Closing,24 Agustus 2022
RUMAH HOOK FULL FURNISHED DIJUAL MURAH Di Jaticempaka Jatiwaringin Pondokgede Kota Bekasi Lokasi Strategis Aman Tidak Banjir Akses 2 Mobil,"Jatiwaringin, Bekasi","3,2 Miliar",209,300,4,4,2,Warsikin Asyraf  Raja Closing,24 Agustus 2022
SUPER BU DIJUAL MURAH MERIAH Rumah Full Furnished Terawat Siap Huni Dalam Cluster Di Jalan Marrakash Square Pondok Ungu Kelurahan Bahagia Kecamatan Babelan Bekasi Utara Dekat Ponpes At-Taqwa,"Pondok Ungu, Bekasi",700 Juta,101,90,3,1,1,Warsikin Asyraf  Raja Closing,24 Agustus 2022
Rumah LUAS MEWAH dkt Tol JatiBening Bekasi,"Jati Mekar, Bekasi","1,25 Miliar",105,98,3,2,2,Eti Kurniawati,24 Agustus 2022
Rumah Bagus 2 lantai depan lapangan lokasi strategis tenang dan nyaman,"Kemang Pratama, Bekasi","3,25 Miliar",255,280,5,3,1,Gou Adhitya,18 Agustus 2022
Jatiasih bebas banjir 3 lantai dgn Rooftop garden 1km dr pintu tol,"Jati Asih, Bekasi","1,27 Miliar",60,95,3,3,,Anom sadewo,18 Agustus 2022
Rumah 2 Lantai Lebar 7 Magenta Residence Summarecon Bekasi,"Summarecon Bekasi, Bekasi","1,64 Miliar",77,79,3,3,1,Vincent RWSB,18 Agustus 2022
Rumah Asri Di Kranggan Permai,"Jatisampurna, Bekasi",530 Juta,52,36,2,1,1,Harun Madania,18 Agustus 2022
Cluster Minimalis dekat kawasan industri MM2100 cukup bayar 3 juta,"Setu, Bekasi",450 Juta,72,42,2,1,1,Mohamad Aprinda Romadon,17 Agustus 2022
SEGERA MILIKI ! RUMAH MEWAH HARGA TERMURAH!! (HARAPAN INDAH) 12692 FD,"Harapan Indah, Bekasi","1,6 Miliar",131,225,4,3,1,FARIDA SUBANDI,11 Agustus 2022
Rumah Siap Huni lokasi dekat pintu tol jatihasih,"Jati Asih, Bekasi",495 Juta,72,45,2,1,1,alfa Rezi,11 Agustus 2022
Hunian cantik 2 lntai termurah di bekasi lokasi dekat jalan raya,"Jati Asih, Bekasi",857 Juta,42,62,2,2,1,alfa Rezi,11 Agustus 2022
"Cluster Milenial Bebas Banjir di Jatiluhur, Jatiasih","Jati Asih, Bekasi",465 Juta,60,36,2,1,1,Aris Prasetyo,11 Agustus 2022
Rumah 2 lantai strategis fasilitas smart home,"Cibitung, Bekasi",500 Juta,60,48,2,2,1,Toro Zuhair Pro,10 Agustus 2022
Rumah 2 lantai fasilitas smart,"Cibubur, Bekasi",500 Juta,60,48,2,2,1,Toro Zuhair Pro,10 Agustus 2022
"Rumah BAGUS MEWAH MURAH SEMI FURNISH dlm Perumahan, GALAXY  Etty","Galaxy, Bekasi","2,2 Miliar",200,400,4,5,2,Eti Kurniawati,10 Agustus 2022
RUMAH MURAH MODERN MINIMALIS CLUSTER BINTARA LOKASI STRATEGIS DEKAT STASIUN CAKUNG,"Bintara, Bekasi",550 Juta,48,96,3,2,1,Erni Rahmawati,04 Agustus 2022
Bekasi kota rumah 2 lantai siap huni fasilitas lengkap,"Bekasi Kota, Bekasi",695 Juta,60,48,2,2,1,Anom sadewo,04 Agustus 2022
Rumah STRATEGIS Jaka sampurna Caman Kalimalang,"Jaka Sampurna, Bekasi",780 Juta,73,45,2,1,2,Eti Kurniawati,04 Agustus 2022
rumah BARU STRATEGIS di GALAXY Pekayon Bekasi,"Galaxy, Bekasi","1,49 Miliar",72,135,3,2,1,Eti Kurniawati,04 Agustus 2022
Rumah mewah dlm perumahan di Hankam Pondok Gede Etty,"Pondok Gede, Bekasi",990 Juta,72,100,3,2,1,Eti Kurniawati,04 Agustus 2022
"Di Jual Rumah Full Renovasi di Jalan Utama Pekayon, Bekasi Selatan","Pekayon, Bekasi","2,3 Miliar",190,180,2,2,1,Natalia Lie,04 Agustus 2022
Rumah Asri siap Huni termurah dekat mm2100 cibitung,"Cikarang, Bekasi",379 Juta,72,38,2,1,1,Lutfian Afdzila Marfuah,03 Agustus 2022
rumah cluster pinggir jalan raya dekat akses pintu toll,"Babelan, Bekasi",524 Juta,66,40,2,1,1,ALDO RAKA KURNIAWAN,03 Agustus 2022
Rumah cluster pinggir jalan raya dekat akses toll dan rumah sakit,"Kebalen, Bekasi",489 Juta,66,40,2,1,1,ALDO RAKA KURNIAWAN,03 Agustus 2022
cepat rumah minimalis 2 lantai siap huni di Jatiwaringin pondok gede,"Jatiwaringin, Bekasi","2,7 Miliar",167,200,4,4,2,susi ERASKY,03 Agustus 2022
cepat rumah hook mewah minimalis di Summarecon bekasi,"Summarecon Bekasi, Bekasi","5,5 Miliar",247,300,3,3,2,susi ERASKY,03 Agustus 2022
cepat rumah hook mewah  termurah di bulevar hijau harapan indah Bekasi,"Harapan Indah, Bekasi","3,2 Miliar",376,700,5,4,2,susi ERASKY,03 Agustus 2022
Rumah SIAP HUNI Dekat Stasiun Bekasi,"Tambun Selatan, Bekasi",360 Juta,72,36,2,1,,Hanum Property Sofia,31 Agustus 2022
Rumah Ready 2 Lantai Dekat Tol Jatiasih,"Bekasi Kota, Bekasi",695 Juta,65,58,2,2,1,susi susanti,31 Agustus 2022
Rumah Asri dan Nyaman,"Jatiwaringin, Bekasi","2,9 Miliar",585,285,4,2,,Suandi Widiarto,31 Agustus 2022
Rumah Murah 2 Lantai Bebas Banjir di Jatibening mm,"Jatibening, Bekasi",1 Miliar,90,90,3,2,1,Nanik Yulia,31 Agustus 2022
Jual Rumah Dicimuning Kota Bekasi,"Mustikajaya, Bekasi",600 Juta,90,65,3,2,,omar propertyndo,31 Agustus 2022
Rumah Sultan 2 Lantai SHM Semi Furnished Asri di jati Asih,"Jati Luhur, Bekasi",5 Miliar,780,500,3,4,2,Misdiyono,31 Agustus 2022
TAKE OVER PERUM FIRDAUS 1 CIBARUSAH,"Serang Cibarusah, Bekasi",168 Juta,60,30,2,1,1,suhardi,30 Agustus 2022
Hunian asri lokasi jatibening caman,"Jatibening, Bekasi","1,05 Miliar",72,90,3,2,1,yadi yadi,30 Agustus 2022
Rumah subsidi murah di Bekasi akses Toll cilincing-cibitung,"Tambun Utara, Bekasi",160 Juta,60,30,2,1,1,Alwi,30 Agustus 2022
"GLASS HOUSE RESIDENCE, CLUSTER MODERN HUNIAN NYAMAN, FASILITAS LENGKAP, HARGA TERJANGKAU","Jati Asih, Bekasi",700 Juta,92,82,3,2,,gala huma,30 Agustus 2022
CLUSTER MODERN HUNIAN NYAMAN DENGAN FASILITAS LENGKAP DAN HARGA TERJANGKAU,"Jati Asih, Bekasi",800 Juta,92,82,3,2,,gala huma,30 Agustus 2022
"GLASS HOUSE RESIDENCE, HUNIAN MODERN DAN NYAMAN DENGAN FASILITAS LENGKAP DAN HARGA TERJANGKAU","Jati Asih, Bekasi",700 Juta,92,82,3,2,,gala huma,30 Agustus 2022
Rumah Harapan Baru Bekasi Barat,"Harapan Baru, Bekasi",950 Juta,80,104,2,1,1,Stevy Gunawan,24 Agustus 2022
Rumah Bagus Cibening Setu Dekat Kawasan MM 2100,"Setu, Bekasi",350 Juta,72,42,2,1,1,Rita Anggeraini,24 Agustus 2022
Rumah Subsidi Wisma Asri Cibening Dekat Kawasan Mm 2100,"Setu, Bekasi",178 Juta,60,30,2,1,1,Rita Anggeraini,24 Agustus 2022
"Rumah siap huni di Bekasi, Dekat Pintu Tol Srijaya Baru","Bekasi, Bekasi",168 Juta,27,60,2,1,1,Saepul Bahri,24 Agustus 2022
RUMAH 2 LANTAI DALAM CLUSTER BINTARA DEKAT TOLGATE PONDOK KOPI,"Bintara, Bekasi",635 Juta,54,108,3,2,1,Erni Rahmawati,17 Agustus 2022
150 Meter Jalan Raya Utama Jatiasih Tidak Banjir Sangat Strategis,"Jati Asih, Bekasi",550 Juta,64,47,2,1,1,Yolanda Lanes,16 Agustus 2022
Strategis Tidak Banjir Row Jalan 2 Mobil 10 Menit Tol Jatiasih,"Jati Asih, Bekasi",750 Juta,65,53,2,2,1,Yolanda Lanes,16 Agustus 2022
Rumah Murah Minimalis Tanah Luas Tidak Banjir di Cimuning Bekasi,"Bekasi Timur, Bekasi",400 Juta,65,38,2,1,1,Yolanda Lanes,16 Agustus 2022
"Cluster Siap Huni, Bebas Banjir, Diapit 3 Toll di Jatimekar Dekat","Jatibening, Bekasi",700 Juta,84,47,2,1,1,Aris Prasetyo,16 Agustus 2022
Rumah Siap Huni Lokasi Strategis di Cikarang,"Serang Cibarusah, Bekasi",250 Juta,60,40,2,1,1,Ajeng Riyadi,16 Agustus 2022
Rumah di Perumahan Taman Harapan Baru,"Bekasi, Bekasi",540 Juta,66,46,2,1,,mahendra mahendra,16 Agustus 2022
"Cluster Celtic, segara City, Bekasi","Tarumajaya, Bekasi",671 Juta,90,45,2,1,1,mahendra mahendra,16 Agustus 2022
Rumah Tambun Bekasi,"Tambun Utara, Bekasi",180 Juta,75,30,,,,Abdul Razak Sebayang,10 Agustus 2022
Rumah idaman dekat dengan toll bekasi berkualitas,"Bekasi Utara, Bekasi",832 Juta,72,55,2,1,1,Prayitno,10 Agustus 2022
Rumah Mewah MODERN dlm Cluster dkt ke Tol jati Bening Etty,"Jatibening, Bekasi","1,2 Miliar",70,92,3,2,2,Eti Kurniawati,10 Agustus 2022
Di  Rumah di Jl raya Babelan bersertifikat SHM Semi Furnished,"Babelan, Bekasi",400 Juta,72,45,2,1,1,Muhammad Sahrul Abidin,10 Agustus 2022
Rumah cantik asri & nyaman di jati asih kota Bekasi,"Jati Asih, Bekasi",790 Juta,64,70,3,2,2,Moh Mufti,10 Agustus 2022
"Rumah Desain Scandinavian 5 Menit Akses Tol Di Perumahan Mutiara Gading Timur Mgt, Mustikajaya Kota Bekasi","Bekasi Kota, Bekasi",599 Juta,86,55,3,1,1,Lisna Alpro,10 Agustus 2022
Rumah Murah Bebas Banjir di Kodau Jatiwarna Pondok Gede Bekasi,"Pondok Gede, Bekasi",900 Juta,95,95,2,2,1,Hendar Property,10 Agustus 2022
Rumah murah Baru Semi Furnished dekat stasiun Bekasi,"Tambun Utara, Bekasi",440 Juta,60,36,2,1,1,Fathan Fadlih,10 Agustus 2022
Rumah  siap huni 2 lantai di pinggir jalan raya Jatisampurna,"Jatirangga, Bekasi","1,13 Miliar",84,77,3,2,1,sutrayanto Yanto,09 Agustus 2022
